org_id	scientific_name	ncbi_taxon_id	in_proteins_dat	n_proteins	protein_ids	in_compounds_dat	n_compounds	compound_ids	n_genes	gene_ids	n_pathways_source	pathway_ids_source	in_gpml	gpml_as_geneproduct	gpml_as_protein	gpml_as_metabolite	n_gpml_geneproduct_nodes	n_gpml_protein_nodes	n_gpml_metabolite_nodes	n_gpml_pathway_files	gpml_name_form
TAX-3983	Manihot esculenta	3983	yes	7	CPLX-4481; MONOMER-16012; MONOMER-6667; MONOMER-6681; MONOMER-6861 (... 7 total)	no	0		5	G-12222; G-12223; G-12321; G-5147; G-5161	4	PWY-3022; PWY-3121; PWY-5990; PWY-7091	yes	yes	yes	no	11	15	0	5	resolved_name
TAX-3724	Matthiola incana	3724	yes	4	MONOMER-11942; MONOMER-19361; MONOMER-19362; MONOMER-19372	no	0		0		9	PWY-5139; PWY-5268; PWY-5284; PWY-5313; PWY-6787 (... 9 total)	yes	no	yes	no	0	13	0	10	resolved_name
TAX-3879	Medicago sativa	3879	yes	12	MONOMER-17412; MONOMER-18291; MONOMER-4923; MONOMER-4964; MONOMER-4981 (... 12 total)	no	0		9	G-15187; G-17795; G-3802; G-3861; G-5683 (... 9 total)	25	GLUCONEO-PWY; GLYOXYLATE-BYPASS; P23-PWY; PWY-1121; PWY-2002 (... 25 total)	yes	yes	yes	no	33	39	0	30	resolved_name
TAX-3880	Medicago truncatula	3880	yes	9	MONOMER-12196; MONOMER-13693; MONOMER-13695; MONOMER-14194; MONOMER-15266 (... 9 total)	yes	1	ENZYME-S-SULFANYLCYSTEINE	9	G-10453; G-10455; G-10841; G-11689; G-11690 (... 9 total)	14	PWY-2463; PWY-2464; PWY-5203; PWY-5672; PWY-5774 (... 14 total)	yes	yes	yes	no	22	22	0	18	resolved_name
TAX-59788	Megathyrsus maximus	59788	yes	7	CPLX-8566; MONOMER-17675; MONOMER-17676; MONOMER-17677; MONOMER-17678 (... 7 total)	no	0		1	G-15381	12	ALACAT2-PWY; ALANINE-DEG3-PWY; ALANINE-SYN2-PWY; ASPARTATESYN-PWY; GLUCONEO-PWY (... 12 total)	yes	yes	yes	no	3	25	0	14	resolved_name
TAX-47082	Melilotus albus	47082	yes	5	MONOMER-12159; MONOMER-12160; MONOMER-12161; MONOMER-12162; MONOMER-12433	no	0		0		2	PWY-5176; PWY-5319	yes	no	yes	no	0	5	0	2	resolved_name
TAX-190902	Mentha aquatica	190902	yes	1	MONOMER-12781	no	0		1	G-9794	2	PWY-7182; PWY-7709	yes	yes	yes	no	3	3	0	3	resolved_name
TAX-29719	Mentha spicata	29719	yes	2	MONOMER-15424; MONOMER-6782	no	0		2	G-5223; G-5262	6	PWY-3041; PWY-3061; PWY-5423; PWY-5928; PWY-6436 (... 6 total)	yes	yes	yes	no	8	8	0	7	resolved_name
TAX-34256	Mentha x piperita	34256	yes	17	CPLX-4642; CPLX-7045; MONOMER-11994; MONOMER-11995; MONOMER-14486 (... 17 total)	no	0		14	G-11061; G-11064; G-17650; G-5164; G-5165 (... 14 total)	16	PWY-3041; PWY-3061; PWY-5122; PWY-5123; PWY-5423 (... 16 total)	yes	yes	yes	no	12	19	0	11	resolved_name
TAX-3544	Mesembryanthemum crystallinum	3544	yes	3	CPLX-8859; MONOMER-16307; MONOMER-18674	no	0		2	G-12581; G-27147	19	PWY-1121; PWY-2181; PWY-361; PWY-5391; PWY-5710 (... 19 total)	yes	yes	yes	no	1	20	0	20	resolved_name
TAX-696524	Microtea debilis	696524	no	0		yes	1	CPD-15477	0		0		yes	no	no	yes	0	0	2	2	raw_id
TAX-76306	Mimosa pudica	76306	yes	1	MONOMER-16860	no	0		1	G-14685	0		yes	yes	yes	no	1	1	0	1	resolved_name
TAX-3538	Mirabilis jalapa	3538	yes	1	MONOMER-12776	no	0		1	G-9789	1	PWY-5399	yes	yes	yes	no	2	2	0	2	resolved_name
TAX-3673	Momordica charantia	3673	yes	1	MONOMER-12618	no	0		1	G-9686	1	PWY-5375	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-4641	Musa acuminata	4641	yes	11	CPLX-7219; CPLX-7220; CPLX-7221; CPLX-7270; MONOMER-12700 (... 11 total)	no	0		0		13	GLUCONEO-PWY; GLYCOLYSIS; PWY-1042; PWY-3801; PWY-5054 (... 13 total)	yes	no	yes	no	0	26	0	15	resolved_name
TAX-1540222	Narcissus aff. pseudonarcissus MK-2014	1540222	yes	4	CPLX-9160; MONOMER-20064; MONOMER-20065; MONOMER-20066	no	0		3	G-44757; G-44758; G-44759	1	PWY-7826	yes	yes	yes	no	2	2	0	1	resolved_name
TAX-39639	Narcissus pseudonarcissus	39639	yes	2	MONOMER-18247; MONOMER-18248	no	0		2	G-17755; G-17756	5	PWY-5942; PWY-5943; PWY-6287; PWY-6475; PWY-7943	yes	yes	yes	no	9	9	0	7	resolved_name
TAX-4376	Nepenthes alata	4376	yes	4	MONOMER-16640; MONOMER-16641; MONOMER-16642; MONOMER-16645	no	0		4	G-14498; G-14499; G-14500; G-14503	2	PWY-6814; PWY-6902	yes	yes	yes	no	5	5	0	3	resolved_name
TAX-150990	Nepenthes rafflesiana	150990	yes	1	MONOMER-16643	no	0		1	G-14501	2	PWY-6814; PWY-6902	yes	yes	yes	no	2	2	0	2	resolved_name
TAX-59042	Nerine bowdenii	59042	yes	2	MONOMER-20067; MONOMER-20068	no	0		0		1	PWY-7826	yes	no	yes	no	0	2	0	1	resolved_name
TAX-49451	Nicotiana attenuata	49451	yes	8	EAS12-MONOMER; EAS34-MONOMER; EAS37-MONOMER; MONOMER-14776; MONOMER-14777 (... 8 total)	no	0		8	EAS12; EAS34; EAS37; G-11278; G-11279 (... 8 total)	6	PWY-2921; PWY-361; PWY-6027; PWY-6220; PWY-6233 (... 6 total)	yes	yes	yes	no	14	14	0	7	resolved_name
TAX-4100	Nicotiana benthamiana	4100	yes	6	MONOMER18C3-405; MONOMER18C3-406; MONOMER18C3-407; MONOMER18C3-408; MONOMER18C3-409 (... 6 total)	no	0		6	G18C3-384; G18C3-385; G18C3-386; G18C3-387; G18C3-388 (... 6 total)	3	PWY-2541; PWY18C3-1; PWY66-341	yes	yes	yes	no	12	12	0	6	resolved_name
TAX-35889	Nicotiana glutinosa	35889	yes	1	MONOMER18C3-49	no	0		0		1	PWY18C3-18	yes	no	yes	no	0	2	0	2	resolved_name
TAX-4092	Nicotiana plumbaginifolia	4092	yes	1	MONOMER-2602	no	0		1	G-1801	2	PWY-5174; PWY-5945	yes	yes	yes	no	3	3	0	3	resolved_name
TAX-4093	Nicotiana rustica	4093	yes	1	MONOMER-12623	no	0		1	G-9690	4	PWY-5316; PWY-5653; PWY-7342; PYRIDNUCSYN-PWY	yes	yes	yes	no	5	5	0	5	resolved_name
TAX-4096	Nicotiana sylvestris	4096	yes	5	MONOMER-8101; MONOMER-8128; MONOMER18C3-16; MONOMER18C3-17; MONOMER18C3-18	no	0		3	G18C3-15; G18C3-16; G18C3-17	4	PWY-3461; PWY-3462; PWY-6120; PWY18C3-7	yes	yes	yes	no	6	12	0	6	resolved_name
TAX-4097	Nicotiana tabacum	4097	yes	48	CPLX-6983; CPLX-7160; CPLX-7311; CPLX18C3-1; EAH-MONOMER (... 48 total)	no	0		28	EAH; EAS; G-10617; G-10733; G-11602 (... 28 total)	57	CHLOROPHYLL-SYN; ETOH-ACETYLCOA-ANA-PWY; HEME-BIOSYNTHESIS-II; PWY-1061; PWY-1121 (... 57 total)	yes	yes	yes	no	74	109	0	67	resolved_name
TAX-204141	Ocimum americanum	204141	no	0		yes	1	CPD-15473	0		0		yes	no	no	yes	0	0	1	1	raw_id
TAX-39350	Ocimum basilicum	39350	yes	24	CPLX-6223; CPLX-6225; CPLX-6226; CPLX-8521; MONOMER-10583 (... 24 total)	yes	5	CPD-15468; CPD-15473; CPD-15474; CPD-15476; CPD-15477	18	G-10518; G-10528; G-10529; G-10549; G-11408 (... 18 total)	19	PWY-2083; PWY-3041; PWY-3061; PWY-4201; PWY-5060 (... 19 total)	yes	yes	yes	yes	35	39	7	26	both
TAX-367363	Ophiorrhiza japonica	367363	yes	1	MONOMER-15079	no	0		1	G-11512	1	PWY-5290	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-157934	Ophiorrhiza pumila	157934	yes	2	MONOMER-15080; MONOMER-15092	yes	2	CPD-15042; CPD-15043	2	G-11513; G-11528	5	PWY-3181; PWY-5290; PWY-5473; PWY-581; PWY-5877	yes	yes	yes	yes	6	6	2	6	both
TAX-4527	Oryza	4527	yes	10	MONOMER-13932; MONOMER-13933; MONOMER-13937; MONOMER-13939; MONOMER-13941 (... 10 total)	no	0		10	G-10634; G-10635; G-10639; G-10641; G-10643 (... 10 total)	8	ETHYL-PWY; METHIONINE-DEG1-PWY; PWY-5041; PWY-5912; PWY-5934 (... 8 total)	yes	yes	yes	no	19	19	0	10	resolved_name
ORG-6035	Oryza sativa	39947	yes	4	MONOMER-13863; MONOMER-15591; MONOMER-18624; MONOMER-18625	no	0		4	G-10577; G-11962; G-18089; G-18090	3	PWY-6483; PWY-7477; PWY-7489	yes	yes	yes	no	205	217	0	123	resolved_name
TAX-39946	Oryza sativa	39946	yes	1	MONOMER-18622	no	0		1	G-18087	2	PWY-6887; PWY-7481	yes	yes	yes	no	205	217	0	123	resolved_name
TAX-39947	Oryza sativa	39947	yes	32	GN7F-16055-MONOMER; GN7F-29755-MONOMER; LOC_OS02G08100.1-MONOMER; LOC_OS02G09490.1-MONOMER; LOC_OS04G09900.1-MONOMER (... 32 total)	yes	1	ENZYME-S-SULFANYLCYSTEINE	32	G-10580; G-10582; G-11970; G-12015; G-12117 (... 32 total)	52	PWY-1121; PWY-2083; PWY-2181; PWY-2681; PWY-2981 (... 52 total)	yes	yes	yes	no	205	217	0	123	resolved_name
TAX-4530	Oryza sativa	4530	yes	52	CPLX-1542; CPLX-1563; CPLX-1564; CPLX-1602; CPLX-7209 (... 52 total)	no	0		43	CYC1; CYC2; DTC1; DTC2; G-10767 (... 43 total)	52	PWY-102; PWY-2083; PWY-2541; PWY-2981; PWY-3801 (... 52 total)	yes	yes	yes	no	205	217	0	123	resolved_name
TAX-3560	Oxybasis rubra	3560	yes	1	MONOMER-12828	no	0		0		1	PWY-5400	yes	no	yes	no	0	2	0	2	resolved_name
TAX-4054	Panax ginseng	4054	yes	5	MONOMER-12195; MONOMER-13442; MONOMER-13444; MONOMER-13453; MONOMER-15322	no	0		4	G-10232; G-10234; G-10241; G-9433	12	PWY-5203; PWY-5670; PWY-5672; PWY-6105; PWY-6109 (... 12 total)	yes	yes	yes	no	19	20	0	15	resolved_name
TAX-44586	Panax notoginseng	44586	yes	2	MONOMER-13443; MONOMER-13452	no	0		1	G-10233	2	PWY-5670; PWY-5672	yes	yes	yes	no	4	5	0	5	resolved_name
TAX-4540	Panicum miliaceum	4540	yes	5	MONOMER-17667; MONOMER-17669; MONOMER-17670; MONOMER-17673; MONOMER-17674	no	0		3	G-15378; G-15379; G-15380	11	ALACAT2-PWY; ALANINE-DEG3-PWY; ALANINE-SYN2-PWY; ASPARTATESYN-PWY; GLUCONEO-PWY (... 11 total)	yes	yes	yes	no	12	20	0	13	resolved_name
TAX-38727	Panicum virgatum	38727	yes	9	MONOMER4FS-52; MONOMER4FS-53; MONOMER4FS-54; MONOMER4FS-58; PAVIR.3KG443800.1.P (... 9 total)	no	0		9	G4FS-40; G4FS-41; G4FS-42; G4FS-46; PAVIR.3KG443800 (... 9 total)	17	PWY-361; PWY-5048; PWY-5135; PWY-5168; PWY-5868 (... 17 total)	yes	yes	yes	no	33	22	0	24	resolved_name
TAX-3469	Papaver somniferum	3469	yes	30	CPLX-5004; CPLX-7305; CPLX-7310; MONOMER-12297; MONOMER-12298 (... 30 total)	no	0		23	G-10562; G-11925; G-11926; G-11927; G-11928 (... 23 total)	18	PWY-1121; PWY-3581; PWY-3901; PWY-5270; PWY-5287 (... 18 total)	yes	yes	yes	no	54	60	0	18	resolved_name
ORG-6200	Paul's Scarlet Climber Rose	74647	yes	3	MONOMER-17016; MONOMER-17017; MONOMER-17018	no	0		0		1	PWY-6960	yes	no	yes	no	0	3	0	1	resolved_name
TAX-98709	Pericallis cruenta	98709	yes	1	MONOMER-18516	no	0		1	G-17989	1	PWY-7452	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-121094	Perilla citriodora	121094	yes	2	MONOMER-13790; MONOMER-13791	no	0		2	G-10520; G-10521	2	PWY-5290; PWY-5829	yes	yes	yes	no	4	4	0	2	resolved_name
TAX-48386	Perilla frutescens	48386	yes	5	MONOMER-11864; MONOMER-12013; MONOMER-12110; MONOMER-13792; MONOMER-15423	no	0		5	G-10522; G-12052; G-9217; G-9307; G-9372	15	PWY-3061; PWY-5060; PWY-5139; PWY-5268; PWY-5284 (... 15 total)	yes	yes	yes	no	24	24	0	19	resolved_name
TAX-46142	Petiveria alliacea	46142	yes	1	MONOMER-15742	no	0		1	G-12094	1	PWY-6539	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-4043	Petroselinum crispum	4043	yes	9	CPLX-7038; MONOMER-11940; MONOMER-12564; MONOMER-12672; MONOMER-14138 (... 9 total)	no	0		2	G-17793; G-9647	27	PWY-1121; PWY-2083; PWY-361; PWY-4821; PWY-5048 (... 27 total)	yes	yes	yes	no	24	31	0	29	resolved_name
TAX-33119	Petunia axillaris	33119	yes	13	MONOMER18C3-143; PEAXI162SCF00047G00116-MONOMER; PEAXI162SCF00047G01123-MONOMER; PEAXI162SCF00047G01129-MONOMER; PEAXI162SCF00245G00010-MONOMER (... 13 total)	no	0		13	G18C3-140; PEAXI162SCF00047G00116; PEAXI162SCF00047G01123; PEAXI162SCF00047G01129; PEAXI162SCF00245G00010 (... 13 total)	2	PWY-4203; PWY18C3-22	yes	yes	yes	no	42	42	0	9	resolved_name
TAX-4102	Petunia x hybrida	4102	yes	24	CPLX4FS-1; MONOMER-11838; MONOMER-11930; MONOMER-12019; MONOMER-12020 (... 24 total)	no	0		20	G-10401; G-10546; G-10547; G-10548; G-10602 (... 20 total)	53	PWY-1121; PWY-3101; PWY-321; PWY-3461; PWY-3462 (... 53 total)	yes	yes	yes	no	77	82	0	59	resolved_name
TAX-3886	Phaseolus coccineus	3886	yes	2	MONOMER-11631; MONOMER-11634	no	0		2	G-9047; G-9050	3	PWY-102; PWY-5035; PWY-5070	yes	yes	yes	no	4	4	0	4	resolved_name
TAX-3884	Phaseolus lunatus	3884	yes	1	PLZOG1-MONOMER	no	0		1	PLZOG1	1	PWY-2902	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-3885	Phaseolus vulgaris	3885	yes	13	CPLX-1128; CPLX-7523; MONOMER-11988; MONOMER-11989; MONOMER-12620 (... 13 total)	no	0		0		15	PWY-2002; PWY-3042; PWY-3941; PWY-5129; PWY-5337 (... 15 total)	yes	no	yes	no	0	19	0	16	resolved_name
TAX-218620	Phlebodium aureum	218620	yes	2	CPLX-8545; MONOMER-17613	no	0		0		2	PWY-6011; PWY-7093	yes	no	yes	no	0	2	0	2	resolved_name
TAX-15957	Phleum pratense	15957	yes	1	MONOMER-16316	no	0		1	G-12585	1	PWY-862	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-63442	Physaria fendleri	63442	yes	1	MONOMER-18038	no	0		1	G-16033	2	PWY-5995; PWY-6433	yes	yes	yes	no	2	2	0	2	resolved_name
TAX-439687	Physaria lindheimeri	439687	yes	1	MONOMER-18039	no	0		1	G-16034	1	PWY-6433	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-3218	Physcomitrium patens	3218	yes	6	MONOMER-12524; MONOMER-12525; MONOMER-12526; MONOMER-15965; MONOMER-17817 (... 6 total)	no	0		6	G-12274; G-15479; G-15481; G-9611; G-9613 (... 6 total)	10	PWY-2981; PWY-5032; PWY-5353; PWY-5998; PWY-6603 (... 10 total)	yes	yes	yes	no	18	18	0	15	resolved_name
TAX-3329	Picea abies	3329	yes	12	MONOMER-11622; MONOMER-11624; MONOMER-12742; MONOMER-12744; MONOMER-12762 (... 12 total)	no	0		10	G-9770; G-9771; G-9775; G-9778; G-9781 (... 10 total)	22	PWY-116; PWY-3041; PWY-3061; PWY-5411; PWY-5412 (... 22 total)	yes	yes	yes	no	66	68	0	33	resolved_name
TAX-3330	Picea glauca	3330	yes	1	MONOMER4FS-19	no	0		0		2	PWY-6303; PWY0A-6303	yes	no	yes	no	0	2	0	2	resolved_name
TAX-3332	Picea sitchensis	3332	yes	1	MONOMER-14954	no	0		1	G-11403	1	PWY-5425	yes	yes	yes	no	2	2	0	2	resolved_name
TAX-40958	Pimpinella	40958	yes	2	MONOMER-13886; MONOMER-13887	no	0		0		2	PWY-5867; PWY-5882	yes	no	yes	no	0	3	0	3	resolved_name
TAX-271192	Pimpinella anisum	271192	yes	2	MONOMER-15432; MONOMER-15433	no	0		2	G-11818; G-11819	2	PWY-5867; PWY-5882	yes	yes	yes	no	4	4	0	2	resolved_name
TAX-3353	Pinus banksiana	3353	yes	1	MONOMER-11629	no	0		0		1	PWY-116	yes	no	yes	no	0	1	0	1	resolved_name
TAX-3339	Pinus contorta	3339	yes	1	MONOMER-11625	no	0		1	G-9044	1	PWY-116	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-77912	Pinus densiflora	77912	yes	8	CPLX-6967; CPLX-6968; CPLX-6969; CPLX-7003; MONOMER-11734 (... 8 total)	no	0		4	G-9119; G-9120; G-9121; G-9193	1	PWY-5045	yes	no	yes	no	0	2	0	1	resolved_name
TAX-88730	Pinus massoniana	88730	yes	1	MONOMER4FS-33	no	0		1	G4FS-33	15	PWY-361; PWY-5048; PWY-5135; PWY-5868; PWY-6039 (... 15 total)	yes	yes	yes	no	16	16	0	16	resolved_name
TAX-3347	Pinus radiata	3347	yes	1	MONOMER4FS-42	no	0		1	G4FS-31	3	PWY-361; PWY-6039; PWY-6320	yes	yes	yes	no	3	3	0	3	resolved_name
TAX-268869	Pinus sabiniana	268869	yes	2	MONOMER-16827; MONOMER-16830	no	0		1	G-14656	1	PWY-6913	yes	yes	yes	no	1	2	0	1	resolved_name
TAX-3348	Pinus strobus	3348	yes	5	CPLX-6965; CPLX-6966; MONOMER-11612; MONOMER-11732; MONOMER-11733	no	0		2	G-9117; G-9118	3	PWY-116; PWY-5045; PWY-83	yes	no	yes	no	0	2	0	2	resolved_name
TAX-3349	Pinus sylvestris	3349	yes	15	CPLX-6962; CPLX-6963; CPLX-6964; CPLX-6972; CPLX-7004 (... 15 total)	no	0		5	G-14643; G-6981; G-9115; G-9116; G-9194	10	GLUCONEO-PWY; GLYCOLYSIS; PWY-1042; PWY-5045; PWY-5484 (... 10 total)	yes	yes	yes	no	8	18	0	12	resolved_name
TAX-3352	Pinus taeda	3352	yes	3	MONOMER-12739; MONOMER-12741; MONOMER-14972	no	0		3	G-11420; G-9768; G-9769	8	PWY-5411; PWY-5412; PWY-5413; PWY-5414; PWY-5421 (... 8 total)	yes	yes	yes	no	14	14	0	9	resolved_name
TAX-13216	Piper nigrum	13216	yes	1	MONOMER-13650	no	0		0		1	PWY-5752	yes	no	yes	no	0	1	0	1	resolved_name
TAX-3888	Pisum sativum	3888	yes	65	CPLX-4101; CPLX-5361; CPLX-5541; CPLX-5562; CPLX-5581 (... 65 total)	no	0		24	G-11422; G-11423; G-11424; G-11431; G-11539 (... 24 total)	84	CALVIN-PWY; ETOH-ACETYLCOA-ANA-PWY; GALACTMETAB-PWY; GLUCONEO-PWY; GLYCOLYSIS (... 84 total)	yes	yes	yes	no	65	171	0	100	resolved_name
TAX-122308	Plumbago indica	122308	yes	1	MONOMER-15025	no	0		1	G-11468	1	PWY-6314	yes	yes	yes	no	2	2	0	2	resolved_name
TAX-35933	Podophyllum peltatum	35933	yes	4	CPLX-7304; MONOMER-12937; MONOMER-18643; MONOMER-19146	no	0		2	G-43873; G-9900	5	PWY-5466; PWY-6824; PWY-7491; PWY-7630; PWY-7748	yes	yes	yes	no	2	5	0	5	resolved_name
TAX-28511	Pogostemon cablin	28511	yes	5	MONOMER-14835; MONOMER-14836; MONOMER-14837; MONOMER-14858; MONOMER-14859	no	0		5	G-11321; G-11322; G-11323; G-11324; G-11325	5	PWY-5733; PWY-6257; PWY-6258; PWY-6540; PWY-6669	yes	yes	yes	no	7	7	0	5	resolved_name
TAX-3696	Populus deltoides	3696	yes	2	MONOMER-17463; MONOMER-18655	no	0		2	G-15223; G-27130	4	PWY-7055; PWY-7058; PWY-7186; PWY-7325	yes	yes	yes	no	4	4	0	4	resolved_name
TAX-3693	Populus tremuloides	3693	yes	1	MONOMER-18266	no	0		1	G-17771	1	PWY1F-823	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-3694	Populus trichocarpa	3694	yes	10	753205-MONOMER; 824484-MONOMER; 834247-MONOMER; GDPS-49532-MONOMER; MONOMER-14888 (... 10 total)	yes	1	ENZYME-S-SULFANYLCYSTEINE	9	G-11347; G-14989; G-17768; G-17769; G4FS-8 (... 9 total)	18	PWY-1121; PWY-2181; PWY-361; PWY-5168; PWY-5486 (... 18 total)	yes	yes	yes	no	23	28	0	21	resolved_name
TAX-3583	Portulaca grandiflora	3583	yes	3	MONOMER-11769; MONOMER-12751; MONOMER-12753	no	0		1	G-9774	2	PWY-5049; PWY-5394	yes	yes	yes	no	2	7	0	5	resolved_name
TAX-39358	Prunella vulgaris	39358	yes	1	MONOMER-20617	no	0		1	G-58769	3	PWY-3581; PWY-5048; PWY-5886	yes	yes	yes	no	5	5	0	5	resolved_name
TAX-3755	Prunus dulcis	3755	yes	4	MONOMER4FS-14; MONOMER4FS-15; MONOMER4FS-16; MONOMER4FS-18	no	0		4	G4FS-2; G4FS-3; G4FS-5; G4FS-6	1	PWY-7824	yes	yes	yes	no	4	4	0	1	resolved_name
TAX-102107	Prunus mume	102107	yes	1	MONOMER4FS-11	no	0		0		1	PWY-5859	yes	no	yes	no	0	1	0	1	resolved_name
TAX-23207	Prunus serotina	23207	yes	3	MONOMER-14142; MONOMER-14143; MONOMER-14144	no	0		3	G-10806; G-10807; G-10808	2	PWY-6011; PWY-7093	yes	yes	yes	no	4	4	0	2	resolved_name
TAX-3357	Pseudotsuga menziesii	3357	yes	1	MONOMER-16024	no	0		1	G-12332	1	PWY-7102	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-13821	Pteris vittata	13821	yes	1	MONOMER-16319	no	0		1	G-12588	1	PWY-6745	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-3893	Pueraria montana	3893	yes	2	MONOMER-4681; MONOMER-4908	no	0		1	G-3790	5	PWY-2002; PWY-2055; PWY-2083; PWY-2321; PWY1F-FLAVSYN	yes	yes	yes	no	1	7	0	7	resolved_name
TAX-22663	Punica granatum	22663	yes	1	MONOMER-12610	no	0		1	G-9679	1	PWY-5374	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-38942	Quercus robur	38942	yes	5	MONOMER-12993; MONOMER-12995; MONOMER-12999; MONOMER-13000; MONOMER-18489	no	0		1	G-17971	2	PWY-5475; PWY-7448	yes	yes	yes	no	3	12	0	3	resolved_name
TAX-3512	Quercus rubra	3512	yes	1	MONOMER-12994	no	0		0		2	PWY-5475; PWY-7448	yes	no	yes	no	0	3	0	3	resolved_name
TAX-3726	Raphanus sativus	3726	yes	11	CPLX-7121; CPLX-7652; MONOMER-10168; MONOMER-12263; MONOMER-12264 (... 11 total)	no	0		2	G-10800; G-12560	4	PWY-3301; PWY-5098; PWY-5267; PWY-6730	yes	yes	yes	no	1	8	0	3	resolved_name
TAX-4060	Rauvolfia serpentina	4060	yes	11	CPLX-7148; MONOMER-12391; MONOMER-12394; MONOMER-12395; MONOMER-12397 (... 11 total)	no	0		4	G-6083; G-9543; G-9544; G-9545	2	PWY-5292; PWY-5301	yes	yes	yes	no	4	9	0	2	resolved_name
TAX-137221	Rheum palmatum	137221	yes	4	CPLX-6601; CPLX-7227; MONOMER-11264; MONOMER-12713	no	0		2	G-8562; G-9747	2	PWY-4801; PWY-5393	yes	no	yes	no	0	2	0	2	resolved_name
TAX-205071	Rheum tataricum	205071	yes	2	CPLX-234; MONOMER-233	no	0		1	G-230	1	PWY-84	yes	no	yes	no	0	1	0	1	resolved_name
TAX-98588	Rhizophora stylosa	98588	yes	3	MONOMER-14449; MONOMER-14453; MONOMER-14454	no	0		3	G-11025; G-11029; G-11030	10	PWY-112; PWY-5203; PWY-5672; PWY-6109; PWY-6115 (... 10 total)	yes	yes	yes	no	23	23	0	12	resolved_name
TAX-203015	Rhodiola rosea	203015	yes	1	MONOMER-16586	no	0		1	G-12827	4	PWY-3581; PWY-5474; PWY-6802; PWY-7826	yes	yes	yes	no	4	4	0	4	resolved_name
TAX-265354	Rhodiola sachalinensis	265354	yes	3	MONOMER-16580; MONOMER-16581; MONOMER-16587	no	0		3	G-12825; G-12826; G-12828	4	PWY-3581; PWY-5474; PWY-6802; PWY-7826	yes	yes	yes	no	6	6	0	4	resolved_name
TAX-255348	Rhus typhina	255348	yes	8	CPLX-7313; MONOMER-12996; MONOMER-12997; MONOMER-13003; MONOMER-13004 (... 8 total)	no	0		0		2	PWY-5475; PWY-5477	yes	no	yes	no	0	14	0	3	resolved_name
TAX-3988	Ricinus communis	3988	yes	24	CPLX-4982; CPLX-5521; CPLX-7199; CPLX-7267; MONOMER-12153 (... 24 total)	no	0		3	G-11427; G-11805; G-6305	23	CALVIN-PWY; GLUCONEO-PWY; GLYCOLYSIS; LIPASYN-PWY; PWY-1042 (... 23 total)	yes	yes	yes	no	10	73	0	28	resolved_name
TAX-35938	Robinia pseudoacacia	35938	yes	2	MONOMER-11658; MONOMER-11997	no	0		1	G-9069	4	PWY-5119; PWY-5697; PWY-5698; PWY4LZ-81	yes	yes	yes	no	8	9	0	9	resolved_name
TAX-3764	Rosa	3764	yes	4	CPLX-8507; MONOMER-17497; MONOMER-17501; MONOMER-17502	no	0		0		1	PWY-7074	yes	no	yes	no	0	1	0	1	resolved_name
TAX-74649	Rosa chinensis	74649	yes	4	MONOMER-13672; MONOMER-13678; MONOMER-13679; MONOMER-17507	no	0		4	G-10428; G-10439; G-10440; G-15246	2	PWY-5765; PWY-7076	yes	yes	yes	no	4	4	0	2	resolved_name
TAX-128735	Rosa hybrid cultivar	128735	yes	14	CPLX-8510; CPLX-8511; MONOMER-12113; MONOMER-13643; MONOMER-13644 (... 14 total)	no	0		12	G-10399; G-10400; G-10402; G-10441; G-10442 (... 12 total)	23	PWY-5079; PWY-5125; PWY-5160; PWY-5284; PWY-5313 (... 23 total)	yes	yes	yes	no	34	35	0	25	resolved_name
TAX-3765	Rosa x damascena	3765	yes	1	MONOMER4FS-12	no	0		1	G4FS-1	1	PWY-5751	yes	yes	yes	no	3	3	0	3	resolved_name
TAX-29802	Rubia tinctorum	29802	yes	1	MONOMER-13723	no	0		0		3	PWY-5791; PWY-5837; PWY-6406	yes	no	yes	no	0	4	0	4	resolved_name
TAX-32247	Rubus idaeus	32247	yes	5	CPLX-7226; MONOMER-12712; MONOMER-12714; MONOMER-15027; MONOMER-15028	no	0		2	G-11469; G-11470	7	PWY-5135; PWY-5393; PWY-6316; PWY-6787; PWY-7397 (... 7 total)	yes	yes	yes	no	12	13	0	7	resolved_name
TAX-52299	Rudbeckia hirta	52299	yes	5	MONOMER-17811; MONOMER-17812; MONOMER-17813; MONOMER-17814; MONOMER-17815	no	0		0		5	PWY-5321; PWY-7129; PWY-7157; PWY-7161; PWY-7498	yes	no	yes	no	0	11	0	7	resolved_name
